State,Attraction,Address,City,Zip Code,"Location (Lat, Long)",Rating,Image URL,Category,Opening Hours
AR,Two Rivers Park,"RH6X+QC, 6900 Two Rivers Park Road, Little Rock",Little Rock,72223,"34.8114881, -92.40173270000001",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOarMHU5J2MGQZLStdIkBQAxx3M3iUeVlolLo7N1kWW4diHlxxd5Phn_dMdUDxKRam8wyfUNb2R03MYPSGmn2C8qGJb1LKLT_euCXv5A7bCNnxAQ9kFcepbSNaytzh_fCEgPAYtEHJCzd3Vp2qcgmOvljlcb-FJaPukjH4q_sKoGtpD&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: 5:00AM - 9:00PM
Wednesday: 5:00AM - 9:00PM
Thursday: 5:00AM - 9:00PM
Friday: 5:00AM - 9:00PM
Saturday: 5:00AM - 9:00PM
Sunday: 5:00AM - 9:00PM"
AR,William Kirsch Preserve within Ranch North Woods,"8803 Ranch Boulevard, Little Rock",Little Rock,72223,"34.81459559999999, -92.4546745",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNrWydXGr1NqGUFQSOcA6V6YaQTJarohGvqcwcLt6CADSuhUoFwxX3xPOD8W3XgrCVJNTtmCMOshKgAz7k-t8POSA30xVToV6wT9ULUAT82hvf0RSVCgAS_iIHmGrzkPDD_vg7gy3P4HQwhbxLijg-TPX7T4Qv8yL_PYLhgnHgS2Cnj&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment","Monday: 6:00AM - 8:00PM
Tuesday: 6:00AM - 8:00PM
Wednesday: 6:00AM - 8:00PM
Thursday: 6:00AM - 8:00PM
Friday: 6:00AM - 8:00PM
Saturday: 6:00AM - 8:00PM
Sunday: 6:00AM - 8:00PM"
AR,Conner Park,"13100 Cantrell Road, Little Rock",Little Rock,72223,"34.80005209999999, -92.4186924",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOfNnLNf4D3yIbt0MCeS2sX80O5uHlSZipJb4LNEUvQ0hp4CuvH0Yw1jkIn681AcZyJkNQUUfTX0-73jrT-41evsnQz5FuS8B-baPm-D4QOcrd26E-NcOrty4VSqOw9wJz8CCaIQ522bvTHIK5MDworpEVy0o66HjScDDWbs3Jg0TXg&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 6:00AM - 9:00PM
Tuesday: 6:00AM - 9:00PM
Wednesday: 6:00AM - 9:00PM
Thursday: 6:00AM - 9:00PM
Friday: 6:00AM - 9:00PM
Saturday: 6:00AM - 9:00PM
Sunday: 6:00AM - 9:00PM"
AR,Campbell Lake Park,"4100 Cook's Landing Road, North Little Rock",North Little Rock,72118,"34.7956794, -92.3516307",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPBYDDmW7CJ1tdDSD4ULZW-wSUKcAa9fJF0sg0QxSBlWuYQmVCnL29h4yak3fptyGJZsY2KyqIFp6DWnRUKuIO5l0sMjAKDJ9GyU6rWV_KSmlKgUIkfxEs8Rq5K69Wkfjzn5XRkulggouZEeB1EyOkVsNdjrVJQxpoEo06LjWhbL6QX&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 5:00AM - 10:00PM
Tuesday: 5:00AM - 10:00PM
Wednesday: 5:00AM - 10:00PM
Thursday: 5:00AM - 10:00PM
Friday: 5:00AM - 10:00PM
Saturday: 5:00AM - 10:00PM
Sunday: 5:00AM - 10:00PM"
AR,Big Dam Bridge,"4000 Cook's Landing Road, North Little Rock",North Little Rock,72118,"34.7925668, -92.3584127",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNQm4VpPncy43zAic_Ly3rFprQjHnvjrZcPf4OegIoC4mIw-u6qvRI38RPA2PbD0jJ49xsN6I3phVeeGlJlMntx67xM8E5QGy6-LXpqUmLOPrV2tWXF1dJIcIavHX7lYZrW761HdFQANsmY7ri4miscOh2Bp9PVQGoBFPXbOgxVmp54&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
AR,Burns Park,North Little Rock,North Little Rock,72118,"34.7976957, -92.3099177",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNpKqHovjbX1yZQ39Xyi-2_fD9MlLgfwIlPMOcKR6YQTP10HZTktzPAbTF8oVbipxxtbAiLlrNfmQqKSYewNZT222NMy7HI7L5peGXmDqWiAe3izNtfB33enlT8qqolM85ifxDwvfxKNOWN5myOe-rc36eHyxiXZV1tK7MxK40xbIeX&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, rv_park, lodging, tourist_attraction, point_of_interest, establishment","Monday: 6:00AM - 12:00 AM
Tuesday: 6:00AM - 12:00 AM
Wednesday: 6:00AM - 12:00 AM
Thursday: 6:00AM - 12:00 AM
Friday: 6:00AM - 12:00 AM
Saturday: 6:00AM - 12:00 AM
Sunday: 6:00AM - 12:00 AM"
AR,Beaverfork Park Lake,"20 Kinley Drive, Conway",Conway,72032,"35.1395441, -92.45402999999999",4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNrIhqPz5vDs6jx28n-1d9P4y-ioCw24lsZ_u35LFoH_QCehvm0lhpadiPfGCOw5eXjrpu1LB5twlnr6WCjhz7cRP-yiWc5C1b-Om1kLrmtFUU2guLjouFtlveBo7zryd31hbUKgUZdH8UIAVC0VPBsyWos0Qd4eWr-IY2ayWp01ec4&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 6:00AM - 10:00PM
Tuesday: 6:00AM - 10:00PM
Wednesday: 6:00AM - 10:00PM
Thursday: 6:00AM - 10:00PM
Friday: 6:00AM - 10:00PM
Saturday: 6:00AM - 10:00PM
Sunday: 6:00AM - 10:00PM"
AR,Emerald Park,"3098 West Scenic Drive, North Little Rock",North Little Rock,72118,"34.7842215, -92.3007033",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DO9xOdKmA2uExncVgboyon7fk4S7vsjQXoWhCr_l-BrkhmniMRlFJtc17tO1gtyu6q1vDxJceJE0GzM0PwLz5Bf4O4weOXpucXIc7sfIKoNn82R85ql36hwtYA8z3Ej2vSs-lG2hbpYExE70wTiMaLC3LFN6sqTjW8Dhs109hyNXEXo&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 7:30AM - 8:00PM
Tuesday: 7:30AM - 8:00PM
Wednesday: 7:30AM - 8:00PM
Thursday: 7:30AM - 8:00PM
Friday: 7:30AM - 8:00PM
Saturday: 7:30AM - 8:00PM
Sunday: 7:30AM - 8:00PM"
AR,The Old Mill,"3800 Lakeshore Drive, North Little Rock",North Little Rock,72116,"34.7917, -92.2494",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DO9qm-8hFYKymutlidW_kuUF93NoVQwOZ4JvMss6EyYGLoX-J_RdMQMA-yrBFGUvjg7x9K9P5U0U8Z_fUP046kwZDVdZ7RC5Tc4KuBgdAu9kD-uslGXIxjhMP8hTtc--0Gok7vvG04x5qBzn-pglSnmdmThCD5kMl-AVsNQhfHeSFlx&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment",N/A
AR,Central High Museum,"2120 West Daisy L Gatson Bates Drive, Little Rock",Little Rock,72202,"34.738033, -92.2974622",4.9,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DO7frq0FF0wRe5Nl7MX5JdTbdK7mkQFLriqC21wZOhktENWgN0KGCG5TYis0qHX-R1-tOLe2fh7Uw1N4hPqRO4fUpM4x4UB7LE1OTDGKCu3hhn_nWkGmmzxlEMnunXQFHE2rtfNMa0qSfO8wnWHq6ERN6HypecUdRq0w2OPSFInFOBw&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, point_of_interest, establishment","Monday: Closed
Tuesday: 10:00AM - 4:00PM
Wednesday: 10:00AM - 4:00PM
Thursday: 10:00AM - 4:00PM
Friday: 10:00AM - 4:00PM
Saturday: 10:00AM - 4:00PM
Sunday: Closed"
AR,Little Rock Central High School National Historic Site,"2120 West Daisy L Gatson Bates Drive, Little Rock",Little Rock,72202,"34.7380293, -92.2974572",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNglwDujTwlRUqtp83MdA1Fn40-S_sWp3WuGoWot2ZZHkum08HxwMpUnxHy_x-GOZyI-syKW5SJQEWFZIx8onWi4I6XV1S5xQsEDkFE3CChXPFqzfEVKeoFOMdf2VHtSzqB11AdesJXaqZ8q5R50f6x6sWvT-A1QHB5v7ALtyBh-v-i&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, travel_agency, point_of_interest, establishment","Monday: Closed
Tuesday: 10:00AM - 4:00PM
Wednesday: 10:00AM - 4:00PM
Thursday: 10:00AM - 4:00PM
Friday: 10:00AM - 4:00PM
Saturday: 10:00AM - 4:00PM
Sunday: Closed"
AR,Arkansas Korean War Veterans Memorial,"MacArthur Park Historic District, Little Rock",Little Rock,72202,"34.7383802, -92.26461189999999",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNheS_N43aO687BXInCRlCE9lEiXddkoEevSdW9-pXd0Q1HmpKd8-zNK8cvPfkfwqL0Tvvngd9-PtqnpzFdrzVYSI-cBjc4LXJ_AoykwsWc35jcwIyxwRBPepQ9-W6h2mlBA242GQoP0rec1UETC18yTtoO3lxMw0pJz3QYX3WXXV2N&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment",N/A
AR,ESSE Purse Museum & Store,"1510 Main Street, Little Rock",Little Rock,72202,"34.73398289999999, -92.2733658",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMBupavusM-tljv-DCvRWQfdGLfmA314DDmkqcK6eZMAlccid8XACYZ1-kWr94guInbsKzNRAkrro5sXD6htfqekirVWK6DXpwo1yd7chNMfeEMeooKeL2zUsXHJu6By_-S69LlCi-QpxslTIA-KBEdujDcbDhTR4hJsYT_qSuE6YQV&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, museum, store, point_of_interest, establishment","Monday: Closed
Tuesday: 11:00AM - 4:00PM
Wednesday: 11:00AM - 4:00PM
Thursday: 11:00AM - 4:00PM
Friday: 11:00AM - 4:00PM
Saturday: 11:00AM - 4:00PM
Sunday: 11:00AM - 4:00PM"
AR,Benny Craig Park,"4610 Gum Springs Road, Little Rock",Little Rock,72209,"34.7008047, -92.3272442",4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPKnU3szJ9GHM8_3k6akFZ3W241sdmwDxpwjeSwsm6RaUk1TDj9Ysh8PVkOTQ6_JsJwPBVYigXc2W0C3r0bL0JtHwcb4u-WqbtGRj3x_E886VfsFPYCcWhW1FGS-rC27HW8nBsR3ZBn2nMb2McQCtbhezxAkMsT5rxyM22bm2MFN2Pi&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 7:00AM - 7:00PM
Tuesday: 7:00AM - 7:00PM
Wednesday: 7:00AM - 7:00PM
Thursday: 7:00AM - 7:00PM
Friday: 7:00AM - 7:00PM
Saturday: 7:00AM - 7:00PM
Sunday: 7:00AM - 7:00PM"
AR,Cabot Sports Complex,"751 Bill Foster Memorial Highway West, Cabot",Cabot,72023,"34.93929320000001, -92.0272214",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMN49GNNyU7bZfiR8fYnox7OEKLEmOSzsipB_5RYzT5qMyXPvJOnweMHcl8PYW87zFk_HU1Ja5yjOLZlD6Xajo8iTIGKxv3QWaI3BmgY09gAOqxnVyVEyYs__coIaJuRjFtDXlWlmwYmQmswALH99mop9kGZJcnL2VdF_MejJg1KImC&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment",N/A
AR,Ottenheimer Park,"7201 Dahlia Drive, Little Rock",Little Rock,72209,"34.67367179999999, -92.3569945",4.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMIECd0PdMuG_tJRi1Cpm8NT8b7pR4bv5eemA_QAYj8yME5vy-MUkfeJlpaE6uDwPIH5WCtkjc0hu5Jw1Og2tAgNTISQ1PJ0ezwdpRFZa4-DdIjtPrrKdBtUejsNtMqpoTXhWGYVIXMOAdEQ6oMJ0J5WWWHW8X1Pq0xrvv2yXh9hHWy&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 8:00AM - 5:00PM
Tuesday: 8:00AM - 5:00PM
Wednesday: 8:00AM - 5:00PM
Thursday: 8:00AM - 5:00PM
Friday: 8:00AM - 5:00PM
Saturday: Closed
Sunday: Closed"
AR,Cove Creek Natural Area,"Jd Road, Springfield",Springfield,72157,"35.2886646, -92.48421909999999",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DP7l5sQCgbMvmF533JqnoZ6-_siuLwTM-TErx4S8MX5J5bII-lfyu7gZzTYktd8mw8SBq__zeZ0B1pfdl7U8im98zvKe9KFv4Kr-jrDLIHW3wKaMjKi3ytHw1LV1C5rCUohqmuG9spRZP5-Kx7TcRhYAW3f_9ai_vWa5mIYmltusHIH&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment",N/A
AR,Conway County History Museum,"101 East Railroad Avenue, Morrilton",Morrilton,72110,"35.152365, -92.74447049999999",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNFRakBTWmrVDFcBxWRKBeagWBc-eEytyH1JFn3esbl59n9Dqy-fLfUUJYOZm8FWNLsW-bxVHgIWqgvJ8a620UIpNzVBa5kR9IpP-Fok4vwjH5LhHf3seQA3lYtuRLCC3IGnRVfox3iAlW-Zd29edQNqKVJJaeL3yMzjZ-wdmQo3TZQ&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, point_of_interest, establishment","Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: Closed
Friday: 10:00AM - 2:00PM
Saturday: 10:00AM - 2:00PM
Sunday: Closed"
AR,Morrilton City Park,"101 City Park Drive, Morrilton",Morrilton,72110,"35.1520614, -92.735418",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPew700FiqAnoHt5IvjgOQHJQLnGY6TArfObmt99_Rt71jl-dZRqa3accWCC6BeJqAPJ17nWBaLf5DUUfjsZQ4BwVrTRUSjnZYSmt8a6RX5Jvwj2AVZduTcXRU3TGf3UiuVVBwWWvX5FqR6KFRc9dBZudJ95FybxpAA50niLIYwJxo3&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
AR,Perry County Historical Museum,"408 West Main Street, Perryville",Perryville,72126,"35.0049478, -92.8036997",5,N/A,"museum, tourist_attraction, point_of_interest, establishment",N/A
AR,Cadron Creek Outfitters,"54 Cargile Lane, Greenbrier",Greenbrier,72058,"35.326634, -92.38223599999999",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOr09DxpxPXlvavDMFGeS5F7tKu0W7Z37t86xBNX2xUcWdCgA_YrrFrjHvfFjLAiUiLw4_qcWQajL7XsvWf73EL3ydOTCjADpvaboD0IEgyZeZLmhnAdGE5gHjP9ElPXOG62-SsQCrtbh-BfuhRGKYpUhWGZr-4jrcSl6Xul9kaUdzq&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"campground, tourist_attraction, travel_agency, park, lodging, point_of_interest, establishment","Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: 12:00AM - 5:00PM
Friday: 12:00AM - 5:30PM
Saturday: 9:00AM - 7:00PM
Sunday: 9:00AM - 5:00PM"
AR,City of Bryant Bishop Park,"6401 Boone Road, Bryant",Bryant,72022,"34.59453519999999, -92.51550979999999",4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOl1e9KkoUe5mcWJR3UT3-U8WNYi6DjIiSwQ4cu2yWoSKbC4vh8ULsVKVMTi7k1OIsLxp4XY2s8d6YPpcLDw9Hv2K29dgOOf8amty0-XrCMHwtxM_R5F85FavZKiZ5V8S4yf9BJKBMZMV1Ybi85ibjqiWTjXOXONIbiKXWxctgo_DRn&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment","Monday: 6:00AM - 8:00PM
Tuesday: 6:00AM - 8:00PM
Wednesday: 6:00AM - 8:00PM
Thursday: 6:00AM - 8:00PM
Friday: 6:00AM - 8:00PM
Saturday: 8:00AM - 6:00PM
Sunday: 12:00AM - 6:00PM"
AR,Mosaic Templars Cultural Center,"501 West 9th Street, Little Rock",Little Rock,72201,"34.7408511, -92.2770383",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOaUqbP7g-E-iJ-PTT4tAMlJO-l0SsMg2MflwvqahcPEnIebPO21eHa9KSXqVFplKRuB7AGvFit0B4QwsyktcwUiVxTA472jDUqirtAwUQX94OkXNv3kPI7G6_DZUSXXtP90fcR-B_zoFnJ27gZ-OtAMp3FUASAMk36GVv3m-JZZQE8&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, point_of_interest, establishment","Monday: Closed
Tuesday: 9:00AM - 5:00PM
Wednesday: 9:00AM - 5:00PM
Thursday: 9:00AM - 5:00PM
Friday: 9:00AM - 5:00PM
Saturday: 9:00AM - 5:00PM
Sunday: Closed"
AR,Allsopp Park,"3700 Cedar Hill Road, Little Rock",Little Rock,72202,"34.7626339, -92.3151961",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMMgeoi5ST2CNQoPaed34LphVcBa8-Wam8KCQj1BKzaZaus4HOENm17F0KGNU0HAgWq1_UpWnjhut-hI8vJhNThFCCKc4sNJTG25_i4Wio6a_YgpLUYIvwALBCuK2wgLuowB7Mrc330Y4xo7wcj3dQ44bMW81bz90z45awpW1hGLpSm&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 8:00AM - 10:00PM
Tuesday: 8:00AM - 10:00PM
Wednesday: 8:00AM - 10:00PM
Thursday: 8:00AM - 10:00PM
Friday: 8:00AM - 10:00PM
Saturday: 8:00AM - 10:00PM
Sunday: 8:00AM - 10:00PM"
AR,Lake Willastein Park,"309 Lake Willastein Drive, Maumelle",Maumelle,72113,"34.8521112, -92.4120135",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DM1APGvicavPZNwO4ubKFNmk_n72aAX6eZ8XCqg5C_QKffFj-T220mhKCcieBQNxCpBYC6E8Ba5YXpmWvSfby-uzRyxYTmWDUA5cR_m1HbVvFV-X00wnDggGZ-kTd3n1gA4rxS87QOawSFmocU5YnF13ZKF46-hJVqY6jiJGABF6ntF&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 5:00AM - 10:00PM
Tuesday: 5:00AM - 10:00PM
Wednesday: 5:00AM - 10:00PM
Thursday: 5:00AM - 10:00PM
Friday: 5:00AM - 10:00PM
Saturday: 5:00AM - 10:00PM
Sunday: 5:00AM - 10:00PM"
AR,Bauxite Historical Association Museum,"6707 Benton Street, Bauxite",Bauxite,72011,"34.5550101, -92.5103652",4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DO3qBv0FwX9gBNm4fd0vnS31eebjRypjFbJLSAeYfXYAzw3YG5D_WxOWqhmwsVv-vSeYA3xjUNop-djTY-prUANoUlyHJ-XR1hY1hJcA4jqVsOPhF89r3cEFPDGAADDk7OgANGRnnzegsA85ZFKM4xxOQ1sUpCgTXTL6UOjbNU96UpQ&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, point_of_interest, establishment",N/A
AR,Cadron Settlement Park,"6200 Highway 319 West, Conway",Conway,72034,"35.1077275, -92.5444526",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNpe8itRgsHw8UBifevgbxITIGaTE4O44KSH74x5XlSPlWHd5jg-QK7lop0gfpiXjpL0sXbyzkq0UoybdC8LV9Mbi3aNLuTPgd9W-eg7JMnnB81b6cXm9bwtjDqX5JcsaAO7I8D6gxKHcHufq-TpeRD9XV513sFIthfeK6Ibzto6qz5&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
AR,Benton Parks & Recreation Department,"913 East Sevier Street, Benton",Benton,72015,"34.56248289999999, -92.5771315",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNUWSVR9pBoXGMuuUOImUPtuT5Xs4F3MXDLbGS4oCZUISdnbksC-nBoZxfTIzMMuFupuZXkGT4fN1RGVQ_rb0QJbnz7UltRT_4iJnK8gTdg9bFqoU3HijfWU34sFOvP7cjerlhLwaJccRX9bhxDVB3eF3l4exaO4q7ee8f4PtbPLj9x&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 8:00AM - 9:00PM
Tuesday: 5:00AM - 9:00PM
Wednesday: 5:00AM - 9:00PM
Thursday: 5:00AM - 9:00PM
Friday: 5:00AM - 9:00PM
Saturday: Closed
Sunday: Closed"
CA,Kern National Wildlife Refuge,"10811 Corcoran Road, Wasco",Wasco,93280,"35.7623067, -119.5834246",4.4,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPwZWqhpNCNQ2AGzpweG33CEz_qcw1OaeztCC7n7Moe5Vk6iQOjuG9P9-6t3fZRkzYpIfT_W58gpBtxZejV7rdrbir4UvKh8lXkJ2SzCZwCfu-xvtWC0cG-nCwVtuZJYob25nVFcr2nHaFk2o3xZXaA7yhakKemZ491GthlSjulWFLB&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment","Monday: 7:00AM - 4:30PM
Tuesday: 7:00AM - 4:30PM
Wednesday: 7:00AM - 4:30PM
Thursday: 7:00AM - 4:30PM
Friday: 7:00AM - 4:30PM
Saturday: Closed
Sunday: Closed"
CA,Adventure Park,"5600 West Cypress Avenue, Visalia",Visalia,93277,"36.3255326, -119.3527105",4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPihQaI5fsc4U6Tg871KXT7TdVrA8x4KL50aP1FA9ZiBrReEdyzyrkU4Cy6gd7060oY76vMD9HIde3wiulbekU6LgPj0i8X1W1BDIlmsE4C4L-2QV7Z9vGBguAsmvuv0NuvO6mZTHAUM6mRZLPU2cQEUumxggn-Kd_UrmU-HhdujzCK&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"amusement_park, tourist_attraction, point_of_interest, establishment","Monday: Closed
Tuesday: Closed
Wednesday: 12:00AM - 8:00PM
Thursday: 3:00AM - 8:00PM
Friday: 3:00AM - 8:00PM
Saturday: 12:00AM - 8:00PM
Sunday: 12:00AM - 8:00PM"
CA,Colonel Allensworth State Historic Park,"Grant Drive, Earlimart",Earlimart,93219,"35.8634736, -119.3898788",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNqq_wdHpKrvqnKpaYBLA4NVWcUdEuh3jYGPVYUcb4GO4g4DEq9XUnE0NrVLtbr6CN5A9W53r0hX9QxMfl1s2IwBT4x4uz4utHQ02EaLbpyk3QrnxYBgv2rjZk8TMUVaoTzHF6958968hBbT4l1xjR7UgSuB8_RDmzN5Egw46uEMh4&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 10:00AM - 4:00PM
Tuesday: 10:00AM - 4:00PM
Wednesday: 10:00AM - 4:00PM
Thursday: 10:00AM - 4:00PM
Friday: 10:00AM - 4:00PM
Saturday: 10:00AM - 4:00PM
Sunday: 10:00AM - 4:00PM"
CA,Riverway Sports Park,"3611 North Dinuba Boulevard, Visalia",Visalia,93291,"36.3617454, -119.3047914",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMA-X_7wrpvW-WNcyS5_nowtP06lc2zTL48Ed6bD5_emKwEGURIHzRNbx0uxPZZI8qn8lHxjs5ZrrXJhKB0K0j-CT3s_vjzhAfRt6-5DhDRnG_B-BJabrmyOmmtcBTuOBmAtr1MbZaEKAauJYjK5EWCY7WKuzJQNkaXN3h73euqNTLF&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 6:00AM - 10:00PM
Tuesday: 6:00AM - 10:00PM
Wednesday: 6:00AM - 10:00PM
Thursday: 6:00AM - 10:00PM
Friday: 6:00AM - 10:00PM
Saturday: 6:00AM - 10:00PM
Sunday: 6:00AM - 10:00PM"
CA,Taoist Temple Museum,"12 China Alley, Hanford",Hanford,93230,"36.3278859, -119.6404056",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMlaAOXEI4knHS31Yh2Ai6mlG50T-f1XCloaOz67uMVZvdlhk0XelhBJ4Uc4i3LkxH4AvZKWHKhrwPXA6RDfXzSMdG96OO1PHR1-cMQ-XfesVxtWNsfUQ68T3mPa-Vbx1soVAxtHrTx3TbPpKtaDikmB1DlWQ_gHUQAYHMXSzlph1-5&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, store, point_of_interest, establishment",N/A
